"ruleQuestionId","body","prompt","ruleId","ruleName"
"2100","{""0"":""My friend invited me to his {Christmas} party.""}","""My friend invited me to his <u>Christmas / christmas</u> party.""","505","""Holidays"""
"2101","{""0"":""Are you planning anything special for {Halloween}?""}","""Are you planning anything special for <u>halloween/Halloween</u>?""","505","""Holidays"""
"2102","{""0"":""How many countries celebrate {Thanksgiving}?""}","""How many countries celebrate thanksgiving?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2103","{""0"":""When will {Ramadan} happen this year?""}","""When will ramadan happen this year?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2104","{""0"":""Will we have school on {Memorial Day}?""}","""Will we have school on memorial day?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2105","{""0"":""Our family likes to celebrate the {Chinese New Year}.""}","""Our family likes to celebrate the chinese new year.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2106","{""0"":""We stay up late on {New Year's Eve}.""}","""We stay up late on new year's eve.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2107","{""0"":""Why do some people decorate eggs on {Easter}?""}","""Why do some people decorate eggs on easter?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2108","{""0"":""My uncle still dresses up for {Halloween}.""}","""My uncle still dresses up for halloween.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2109","{""0"":""When is {Columbus Day}?""}","""When is columbus day?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2110","{""0"":""Some people try to celebrate {Christmas} in July as well.""}","""Some people try to celebrate christmas in July as well.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2111","{""0"":""We sing {Christmas} carols every year.""}","""We sing christmas carols every year.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2112","{""0"":""I want to be one of the {Boston Celtics}.""}","""I want to be one of the boston celtics.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2113","{""0"":""Do you prefer {Xbox} or {Wii}?""}","""Do you prefer xbox or wii?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2114","{""0"":""I asked for {Heinz} ketchup, not {Hunts}.""}","""I asked for heinz ketchup, not hunts.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2115","{""0"":""The man bravely decided to travel up the {Amazon River}.""}","""The man bravely decided to travel up the amazon river.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2116","{""0"":""Is the {Nile} the longest river?""}","""Is the nile the longest river?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2117","{""0"":""The {Marianas Trench} is deep.""}","""The marianas trench is deep.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2118","{""0"":""{Russia} is a big country.""}","""russia is a big country.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2119","{""0"":""This is where the {Egyptian} civilization began.""}","""This is where the egyptian civilization began.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2120","{""0"":""You should acquire a travel visa if you want to go to {Scotland}.""}","""You should acquire a travel visa if you want to go to scotland.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2121","{""0"":""The {Silk Road} passes through the {Gobi Desert}.""}","""The silk road passes through the gobi desert.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2122","{""0"":""Have you ever been to the {Himalayas}?""}","""Have you ever been to the himalayas?""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2123","{""0"":""Some people have skied in {Antarctica}.""}","""Some people have skied in antarctica.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2124","{""0"":""My birthday is on {St. Patrick's Day}.""}","""My birthday is on st. patrick's day.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2125","{""0"":""Every year, my family and I go skiing in {Idaho}.""}","""Every year, my family and I go skiing in idaho.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2126","{""0"":""My favorite holiday is {Halloween}.""}","""My favorite holiday is halloween.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2127","{""0"":""My parents' favorite day is {Labor Day} because they don't go to work.""}","""My parents' favorite day is labor day because they don't go to work.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2128","{""0"":""One day, I am going to live in {Sacramento, California}.""}","""One day, I am going to live in sacramento, california.""","506","""Practice: Capitalize Holidays, Product Names, and Geographic Names"""
"2129","{""0"":""I wanted to work at {Microsoft} because I wanted to build computers.""}","""I wanted to work at <u>microsoft / Microsoft</u> because I wanted to build computers.""","507","""Product Names"""
"2130","{""0"":""My brother wants to be the quarterback for the {Dallas Cowboys}.""}","""My brother wants to be the quarterback for the <u>dallas cowboys / Dallas Cowboys </u>.""","507","""Product Names"""
"2131","{""0"":""Have you ever been to {London} before?""}","""Have you ever been to <u>london / London</u> before?""","508","""Geographic Names"""
"2132","{""0"":""I want to visit {Florida}.""}","""I want to visit <u>florida / Florida</u>.""","508","""Geographic Names"""
"2133","{""0"":""{February 29th, 2008} was a leap year.""}","""<u>29th February 2008 / February 29th, 2008</u> was a leap year.""","509","""Writing the Date"""
"2134","{""0"":""What happened on {April 4th, 2004}?""}","""What happened on <u>2004 4th April / April 4th, 2004</u>?""","509","""Writing the Date"""
"2135","{""0"":""America began its civil war on {April 12th, 1861}.""}","""America began its civil war on <u>12th 1861 April</u>.""","510","""Practice: Use Commas for Dates and Lists"""
"2136","{""0"":""The expiration date on those old bananas was {December 5th, 2013}.""}","""The expiration date on those old bananas was <u>5th, 2013 December </u>.""","510","""Practice: Use Commas for Dates and Lists"""
"2137","{""0"":""Why is {September 2nd, 1945} an important date?""}","""Why is <u>1945 September 2nd</u> an important date?""","510","""Practice: Use Commas for Dates and Lists"""
"2138","{""0"":""Do you know anybody who was born on {January 1st, 2000}?""}","""Do you know anybody who was born on <u>2000 January 1st</u>?""","510","""Practice: Use Commas for Dates and Lists"""
"2139","{""0"":""My sister was born on {August 21st, 2005}.""}","""My sister was born on <u>August 2005 21st</u>.""","510","""Practice: Use Commas for Dates and Lists"""
"2140","{""0"":""Do you know what happened on {July 4th, 1776}?""}","""Do you know what happened on <u>4th 1776 July </u>?""","510","""Practice: Use Commas for Dates and Lists"""
"2141","{""0"":""We were able to see the comet, Hale Bopp, on {May 12th, 1996}.""}","""We were able to see the comet, Hale Bopp, on <u>May 1996 12th</u>.""","510","""Practice: Use Commas for Dates and Lists"""
"2142","{""0"":""President Obama assumed office on {January 20th, 2009}.""}","""President Obama assumed office on <u>January 2009 20th.</u>.""","510","""Practice: Use Commas for Dates and Lists"""
"2143","{""0"":""What happened on {May 25th, 1955}?""}","""What happened on <u>25th, May, 1955</u>?""","510","""Practice: Use Commas for Dates and Lists"""
"2144","{""0"":""We moved to the USA on {March 12th, 1972}.""}","""We moved to the USA on <u>1972 March, 12th</u>.""","510","""Practice: Use Commas for Dates and Lists"""
"2145","{""0"":""The flowers are {red, blue, green,} and yellow."",""1"":""The flowers are {red, blue,} green and yellow.""}","""The flowers are red blue green and yellow.""","510","""Practice: Use Commas for Dates and Lists"""
"2146","{""0"":""We only have two {apples, a loaf of bread,} and some cheese left."",""1"":""We only have two {apples,} a loaf of bread and some cheese left.""}","""We only have two apples a loaf of bread and some cheese left.""","510","""Practice: Use Commas for Dates and Lists"""
"2147","{""0"":""The walls were lined with {shoes, sandals,} and slippers."",""1"":""The walls were lined with {shoes,} sandals and slippers.""}","""The walls were lined with shoes sandals and slippers.""","510","""Practice: Use Commas for Dates and Lists"""
"2148","{""0"":""Some good spices are {parsley, sage,} and thyme."",""1"":""Some good spices are {parsley,} sage and thyme.""}","""Some good spices are parsley sage and thyme.""","510","""Practice: Use Commas for Dates and Lists"""
"2149","{""0"":""We own a {cat, a dog,} and a goldfish."",""1"":""We own a {cat,} a dog and a goldfish.""}","""We own a cat a dog and a goldfish.""","510","""Practice: Use Commas for Dates and Lists"""
"2150","{""0"":""We have a {violin, viola,} and cello."",""1"":""We have a {violin,} viola and cello.""}","""We have a violin viola and cello.""","510","""Practice: Use Commas for Dates and Lists"""
"2151","{""0"":""This 24 hour restaurant serves {breakfast, lunch,} and dinner."",""1"":""This 24 hour restaurant serves {breakfast,} lunch and dinner.""}","""This 24 hour restaurant serves breakfast lunch and dinner.""","510","""Practice: Use Commas for Dates and Lists"""
"2152","{""0"":""I love {pies, cakes,} and doughnuts."",""1"":""I love {pies,} cakes and doughnuts.""}","""I love pies cakes and doughnuts.""","510","""Practice: Use Commas for Dates and Lists"""
"2153","{""0"":""We need {sheets, pillows,} and blankets."",""1"":""We need {sheets,} pillows and blankets.""}","""We need sheets pillows and blankets.""","510","""Practice: Use Commas for Dates and Lists"""
"2154","{""0"":""I have {apples, oranges, peaches,} and plums."",""1"":""I have {apples, oranges,} peaches and plums.""}","""I have apples oranges peaches and plums.""","510","""Practice: Use Commas for Dates and Lists"""
"2155","{""0"":""The old man had a {cat, a dog,} and a rabbit."",""1"":""The old man had a {cat,} a dog and a rabbit.""}","""The old man had a cat a dog and a rabbit.""","510","""Practice: Use Commas for Dates and Lists"""
"2156","{""0"":""We have corrals for {horses, cows,} and sheep."",""1"":""We have corrals for {horses,} cows and sheep.""}","""We have corrals for horses cows and sheep.""","510","""Practice: Use Commas for Dates and Lists"""
"2157","{""0"":""The sky was {red, pink, and blue}."",""1"":""The sky was {red, pink and blue}.""}","""The sky was <u>red pink and blue / red, pink, and blue</u>.""","511","""Writing Lists"""
"2158","{""0"":""I need {sugar, flour,} and milk."",""1"":""I need {sugar,} flour and milk.""}","""I need sugar flour and milk.""","511","""Writing Lists"""
"2159","{""0"":""She'll be better by {October}.""}","""She'll be better by <u>october / October</u>.""","512","""Capitalization: Dates"""
"2160","{""0"":""My grandmother was born on {Tuesday, June 2nd, 1970}.""}","""My grandmother was born on <u>tuesday, june 2nd, 1970 / Tuesday, June 2nd, 1970</u>.""","512","""Capitalization: Dates"""
"2161","{""0"":""Our parents were married on {April} 20th.""}","""Our parents were married on april 20th.""","513","""Practice: Capitalizing Dates and Names of People"""
"2162","{""0"":""She will have a new car by {November} 14th.""}","""She will have a new car by november 14th.""","513","""Practice: Capitalizing Dates and Names of People"""
"2163","{""0"":""Her fractured arm might heal in {August}.""}","""Her fractured arm might heal in august.""","513","""Practice: Capitalizing Dates and Names of People"""
"2164","{""0"":""We'll scale to the top of the mountain by {Wednesday}.""}","""We'll scale to the top of the mountain by wednesday.""","513","""Practice: Capitalizing Dates and Names of People"""
"2165","{""0"":""Our trip is on {Saturday}.""}","""Our trip is on saturday.""","513","""Practice: Capitalizing Dates and Names of People"""
"2166","{""0"":""Do we graduate on {May} 25th?""}","""Do we graduate on may 25th?""","513","""Practice: Capitalizing Dates and Names of People"""
